index,question,answer,response_openai,running_time_openai,score,counts,totals,precisions,bp,sys_len,ref_len,rouge1,rouge2,rougeL,rougeLsum
51,Sejarah BEM FTMM?,"Dalam sejarahnya, Fakultas Teknologi Maju dan Multidisiplin membentuk BEM Fakultas Teknologi Maju dan Multidisiplin terbentuk kepengurusan yang pertama pada tahun 2022 ini, dan menggelar pelantikan pengurus inti BEM bersamaan dengan pelantikan pengurus Badan Legislatif Mahasiswa di pertengahan Januari. Ketua BEM terpilih, yakni Aqil Naufal Rizqullah yang merupakan mahasiswa Rekayasa Nanoteknologi, mengusung nama kabinet periode pertama ini dengan nama “Kabinet Maju” yang memiliki visi untuk dapat menjadi wadah dan pusat pergerakan bagi seluruh mahasiswa FTMM dalam mengembangkan potensi terbaiknya, baik didalam ataupun luar negeri, serta membangun kerjasama kolaboratif dengan seluruh elemen FTMM, demi membawa FTMM yang mampu bergerak maju, bersinergi, dan bersaing secara sehat dalam banyak bidang.","BEM FTMM (Badan Eksekutif Mahasiswa) merupakan organisasi kemahasiswaan di tingkat Fakultas yang memiliki fungsi eksekutif dan sebagai sarana menampung aspirasi mahasiswa. BEM FTMM juga menjalankan program kerja untuk membantu mewujudkan visi fakultas. Pada tahun 2023, kepemimpinan BEM FTMM diisi oleh Mohammad Farras Reswara Aryandra sebagai presiden dan Muhammad Hanif sebagai wakil presiden. Kabinet yang dibawa oleh BEM FTMM 2023 adalah Kabinet Pandawa, yang menggantikan Kabinet Maju dari masa bakti sebelumnya. Pandawa merupakan akronim dari Pandu, Darma, dan Wibawa, yang mewakili peran BEM sebagai panduan gerakan mahasiswa, tugas besar BEM, dan nilai yang merepresentasikan mahasiswa FTMM. Untuk informasi lebih lanjut mengenai BEM FTMM UNAIR, kamu bisa kunjungi laman ftmm.bem.unair.ac.id atau kanal Instagram @bemftmmunair.",11.191246271133423,0.0,"[36, 4, 0, 0]","[137, 136, 135, 134]","[26.28, 2.94, 0.0, 0.0]",1.0,137,117,0.2702702702702703,0.03636363636363637,0.15315315315315314,0.15315315315315314
52,Apa itu BLM?,"Badan Legislatif Mahasiswa (BLM) merupakan lembaga legislatif di tingkat mahasiswa. BLM mempunyai tiga fungsi, yaitu aspirasi, legislasi, dan pengawasan. Sebagai badan legislatif, keberadaan BLM sangat krusial guna menyeimbangkan fungsi legislatif dan fungsi eksekutif yang dilakukan oleh Badan Eksekutif Mahasiswa (BEM). BLM menyelenggarakan beberapa kegiatan penting seperti Kongres Mahasiswa (Kosma) serta Monitoring dan Evaluasi (Monev).","BLM merupakan singkatan dari Badan Legislatif Mahasiswa. BLM adalah lembaga legislatif di tingkat mahasiswa yang memiliki tiga fungsi, yaitu aspirasi, legislasi, dan pengawasan. Sebagai badan legislatif, BLM sangat penting untuk menyeimbangkan fungsi legislatif dan eksekutif yang dilakukan oleh Badan Eksekutif Mahasiswa (BEM). BLM juga menyelenggarakan kegiatan penting seperti Kongres Mahasiswa (Kosma) dan Monitoring dan Evaluasi (Monev). Pada tahun 2023, BLM FTMM UNAIR diketuai oleh Davano Al Raffi Abdul Jaffar dan diwakili oleh Ricky Alfian Dita. Untuk informasi lebih lanjut mengenai BLM FTMM UNAIR, kamu dapat mengunjungi kanal Instagram @blmftmmunair.",9.588168382644653,41.850368576865,"[61, 49, 40, 33]","[108, 107, 106, 105]","[56.48, 45.79, 37.74, 31.43]",1.0,108,70,0.6573426573426573,0.524822695035461,0.6293706293706294,0.6293706293706294
53,Apa tugas dari BLM?,"Badan Legislatif Mahasiswa (BLM) merupakan lembaga legislatif di tingkat mahasiswa. BLM mempunyai tiga fungsi, yaitu aspirasi, legislasi, dan pengawasan. Sebagai badan legislatif, keberadaan BLM sangat krusial guna menyeimbangkan fungsi legislatif dan fungsi eksekutif yang dilakukan oleh Badan Eksekutif Mahasiswa (BEM). BLM menyelenggarakan beberapa kegiatan penting seperti Kongres Mahasiswa (Kosma) serta Monitoring dan Evaluasi (Monev).","Tugas dari BLM (Badan Legislatif Mahasiswa) adalah memiliki tiga fungsi utama, yaitu aspirasi, legislasi, dan pengawasan. Sebagai badan legislatif, BLM bertanggung jawab untuk menyeimbangkan fungsi legislatif dan fungsi eksekutif yang dilakukan oleh Badan Eksekutif Mahasiswa (BEM). BLM juga menyelenggarakan kegiatan penting seperti Kongres Mahasiswa (Kosma) serta Monitoring dan Evaluasi (Monev). Jadi, BLM memiliki peran yang krusial dalam menjalankan fungsi legislatif di tingkat mahasiswa.",7.109521150588989,61.43011916559909,"[63, 50, 44, 39]","[80, 79, 78, 77]","[78.75, 63.29, 56.41, 50.65]",1.0,80,70,0.8034188034188035,0.6260869565217392,0.6837606837606837,0.6837606837606837
54,Siapa ketua koordinator program studi Teknologi Sains Data?,"Ketua koordinator program studi Teknologi Sains Data adalah Dr. Dwi Rantini, S.Si. ","Ketua koordinator program studi Teknologi Sains Data adalah Dr. Dwi Rantini, S.Si.",1.824937105178833,100.00000000000004,"[17, 16, 15, 14]","[17, 16, 15, 14]","[100.0, 100.0, 100.0, 100.0]",1.0,17,17,1.0,1.0,1.0,1.0
55,Siapa ketua koordinator program studi Teknik Elektro,"Ketua koordinator program studi Teknik Elektro adalah Lilik Jamilatul Awalin S.T., M.T., Ph.D ","Ketua koordinator program studi Teknik Elektro adalah Chandrawati Putri Wulandari, S.T., M.T., MBA., Ph.D.",2.318469762802124,62.47879873840511,"[20, 18, 16, 13]","[28, 27, 26, 25]","[71.43, 66.67, 61.54, 52.0]",1.0,28,23,0.787878787878788,0.6451612903225806,0.787878787878788,0.787878787878788
56,Siapa ketua koordinator program studi Teknik Robotika dan Kecerdasan Buatan,"Ketua koordinator program studi Teknik Robotika dan Kecerdasan Buatan adalah Purbandini, S.Si., M.Kom.","Ketua koordinator program studi Teknik Robotika dan Kecerdasan Buatan adalah Purbandini, S.Si., M.Kom.",2.486492156982422,100.00000000000004,"[21, 20, 19, 18]","[21, 20, 19, 18]","[100.0, 100.0, 100.0, 100.0]",1.0,21,21,1.0,1.0,1.0,1.0
57,Siapa ketua koordinator program studi Teknik Industri?,"Ketua koordinator program studi Teknik Industri adalah Chandrawati Putri Wulandari, S.T., M.T., MBA., Ph.D. ","Ketua koordinator program studi Teknik Industri adalah Chandrawati Putri Wulandari, S.T., M.T., MBA., Ph.D.",3.7847986221313477,100.00000000000004,"[28, 27, 26, 25]","[28, 27, 26, 25]","[100.0, 100.0, 100.0, 100.0]",1.0,28,28,1.0,1.0,1.0,1.0
58,Siapa ketua koordinator program studi Rekayasa Nanoteknologi,"Ketua koordinator program studi Rekayasa Nanoteknologi adalah Prof. Dr. Dra. Retno Sari, MSc., Apt ","Ketua koordinator program studi Rekayasa Nanoteknologi adalah Prof. Dr. Dra. Retno Sari, MSc., Apt.",2.399885654449463,94.85438370694514,"[20, 19, 18, 17]","[21, 20, 19, 18]","[95.24, 95.0, 94.74, 94.44]",1.0,21,20,1.0,1.0,1.0,1.0
59,Ada berapa jenis tenaga kerpendidikan di FTMM?,"Tenaga kependidikan FTMM ada beberapa jenis yaitu Kepala Bagian Tata Usaha, Kepala Subbagian Sarana, Prasarana dan Kepala Subbagian SDM dan Keuangan dan Kepala Subbagian Akademik dan Kemahasiswaan","Di FTMM, terdapat beberapa jenis tenaga kerpendidikan. Namun, informasi mengenai jenis tenaga kerpendidikan di FTMM tidak terdapat dalam konteks yang diberikan. Apakah ada pertanyaan lain yang bisa saya bantu?",3.6669585704803467,0.0,"[6, 1, 0, 0]","[34, 33, 32, 31]","[17.65, 3.03, 0.0, 0.0]",1.0,34,29,0.17857142857142858,0.03703703703703704,0.10714285714285715,0.10714285714285715
60,Kependidikan FTMM terdiri dari apa saja?,"Tenaga kependidikan FTMM ada beberapa jenis yaitu Kepala Bagian Tata Usaha, Kepala Subbagian Sarana, Prasarana dan Kepala Subbagian SDM dan Keuangan dan Kepala Subbagian Akademik dan Kemahasiswaan","Kependidikan FTMM terdiri dari 5 program studi S1, yaitu:
1. Teknik Robotika dan Kecerdasan Buatan
2. Teknologi Sains Data
3. Rekayasa Nanoteknologi
4. Teknik Industri
5. Teknik Elektro

Dengan program studi tersebut, FTMM berusaha memberikan fasilitas pendidikan terbaik dan membuka kesempatan kepada mahasiswa untuk berkontribusi pada kemajuan teknologi.",6.175140142440796,0.0,"[6, 0, 0, 0]","[57, 56, 55, 54]","[10.53, 0.0, 0.0, 0.0]",1.0,57,29,0.13333333333333333,0.0273972602739726,0.13333333333333333,0.10666666666666667
61,Apakah ada kelompok penelitian di FTMM?,"Kelompok penelitian yang dimiliki oleh FTMM yaitu Food and Environment Nanotechnology, Nanotechnology and Nanomedicine, Human Factor and System Engineering, Advanced Manufacturing and Computational Approach, Data-Driven Decision Support System, Robotics and Mechatronics, Digital Health, Computational Learning, Intelligent Systems, Renewable and Sustainable Energy Tecnology dan Intelligent Power and Control Engineering. ","Ya, di FTMM terdapat kelompok penelitian yang aktif. Kelompok penelitian ini melibatkan dosen-dosen FTMM yang melakukan penelitian di berbagai bidang ilmu teknologi maju dan multidisiplin. Kelompok penelitian ini bertujuan untuk menghasilkan penelitian yang berkualitas dan berkontribusi dalam kemajuan teknologi.",5.511960506439209,0.0,"[7, 2, 0, 0]","[43, 42, 41, 40]","[16.28, 4.76, 0.0, 0.0]",0.7055079710570181,43,58,0.11235955056179775,0.045977011494252866,0.11235955056179775,0.11235955056179775
62,Apa Visi dari Food and Environment Nanotechnology?,"Food and Environment Nanotechnology memiliki visi menjadi grup riset yang mampu menyelesaikan masalah bangsa dalam bidang food dan environment dan misi mengembangkan material absorban dari bahan alam untuk absorbsi dan dekomposisi bahan pewarna, mengembangkan material absorban dari bahan alam untuk absorbsi dan pemisahan logam berat, mengembangkan material absorban dari bahan sintetik untuk absorbsi dan dekomposisi bahan pewarna dan mengembangkan material absorban dari bahan sintetik untuk absorbsi dan pemisahan logam berat.",Visi dari Food and Environment Nanotechnology adalah menjadi grup riset yang mampu menyelesaikan masalah bangsa dalam bidang food dan environment.,2.205796003341675,6.135225294722435,"[19, 15, 13, 11]","[21, 20, 19, 18]","[90.48, 75.0, 68.42, 61.11]",0.08406285583693755,21,73,0.4222222222222222,0.3409090909090909,0.3777777777777778,0.3777777777777778
63,Apa saja yang dihasilkan dari kelompok FoodEnviroment Nanotechnology?,"Rekam jejak dari kelompok penelitian Food and Environment Nanotechnology pembuatan absorban dari bahan sintetik, seperti metal-organic framework (MOF), untuk absorbsi dan dekomposisi bahan pewarna, pembuatan absorban dari bahan sintetik, seperti metal-organic framework (MOF), untuk absorbsi dan pemisahan ion logam berat (Pb2+, Cd2+, Hg2+, dan lainnya), analisis dan karakterisasi absorban menggunakan instrument, seperti (single crystal dan powder) X-Ray Difraction, CHN analysis, SEM-EDS, thermal, UV-Vis dan Photoluminescence spectroscopy. ","Kelompok FoodEnviroment Nanotechnology telah menghasilkan beberapa hal, antara lain:

1. Material absorban dari bahan alam untuk absorbsi dan dekomposisi bahan pewarna.
2. Material absorban dari bahan alam untuk absorbsi dan pemisahan logam berat.
3. Material absorban dari bahan sintetik untuk absorbsi dan dekomposisi bahan pewarna.
4. Material absorban dari bahan sintetik untuk absorbsi dan pemisahan logam berat.

Selain itu, tim peneliti juga telah melakukan penelitian dalam pembuatan absorban dari bahan sintetik, seperti metal-organic framework (MOF), untuk absorbsi dan dekomposisi bahan pewarna, serta absorbsi dan pemisahan ion logam berat seperti Pb2+, Cd2+, Hg2+, dan lainnya. Mereka juga melakukan analisis dan karakterisasi absorban menggunakan berbagai instrumen seperti X-Ray Difraction, CHN analysis, SEM-EDS, thermal, UV-Vis, dan Photoluminescence spectroscopy.

Beberapa publikasi yang dihasilkan oleh kelompok ini antara lain:
1. Aliyu M. Hamisu, Azhar Ariffin, Arief C. Wibowo*, Cation Exchange in Metal-Organic Frameworks (MOFs): The Hard-Soft Acid-Base (HSAB) Principle Appraisal, Inorg. Chim. Acta. 2020, 511, 119801.
2. Aliyu M. Hamisu, Fendi Y. Wardana, Irshad Baig, Azhar Ariffin, Christos Malliakas, Arief C. Wibowo*, A New Synthetic Approach for Solid Solution in Coordination Polymer: Cation Vacancy and Tunable Photoluminescence, J. Solid State Chem. 2019, 279, 120948.
3. Fendi Y. Wardana, Seik-Weng Ng, Arief C. Wibowo*, The Lead Coordination Polymers Containing Pyrazine-2,3-Dicarboxylic Acid: Rapid Structural Transformations and Cation Exchange, Cryst. Growth Des., 2015, 15, 5930.

Kelompok FoodEnviroment Nanotechnology juga pernah mendapatkan pendanaan penelitian dari berbagai sumber, seperti Hibah internal Riset Mandat Dosen Muda Universitas Airlangga, Hibah program penelitian kolaborasi Indonesia, Penelitian unggulan fakultas internal Universitas Airlangga, Fundamental Research Grant Scheme, Ministry of Education, Malaysia, dan High Impact Research Grant, University of Malaya, Malaysia.",27.974584341049194,15.146176333417072,"[78, 56, 48, 41]","[359, 358, 357, 356]","[21.73, 15.64, 13.45, 11.52]",1.0,359,92,0.34582132564841495,0.2608695652173913,0.30547550432276654,0.31700288184438036
64,Publikasi apa saja yang dihasilkan dari kelompok FoodEnviroment Nanotechnology?,"Publikasi yang telah diterbitkan oleh kelompok penelitian Food and Environment Nanotechnology Pembuatan absorban dari bahan sintetik, seperti metal-organic framework (MOF), untuk absorbsi dan dekomposisi bahan pewarna, Pembuatan absorban dari bahan sintetik, seperti metal-organic framework (MOF), untuk absorbsi dan pemisahan ion logam berat (Pb2+, Cd2+, Hg2+, dan lainnya) dan Analisis dan karakterisasi absorban menggunakan instrument, seperti (single crystal dan powder) X-Ray Difraction, CHN analysis, SEM-EDS, thermal, UV-Vis dan Photoluminescence spectroscopy. ","Berikut adalah publikasi yang dihasilkan oleh kelompok Food and Environment Nanotechnology:

1. Aliyu M. Hamisu, Azhar Ariffin, Arief C. Wibowo*, Cation Exchange in Metal-Organic Frameworks (MOFs): The Hard-Soft Acid-Base (HSAB) Principle Appraisal, Inorg. Chim. Acta. 2020, 511, 119801.
2. Aliyu M. Hamisu, Fendi Y. Wardana, Irshad Baig, Azhar Ariffin, Christos Malliakas, Arief C. Wibowo*, A New Synthetic Approach for Solid Solution in Coordination Polymer: Cation Vacancy and Tunable Photoluminescence, J. Solid State Chem. 2019, 279, 120948.
3. Fendi Y. Wardana, Seik-Weng Ng, Arief C. Wibowo*, The Lead Coordination Polymers Containing Pyrazine-2,3-Dicarboxylic Acid: Rapid Structural Transformations and Cation Exchange, Cryst. Growth Des., 2015, 15, 5930.

Semoga informasi ini bermanfaat! Jika kamu memiliki pertanyaan lain, jangan ragu untuk mengajukannya.",13.548074007034302,2.2096473922828572,"[27, 4, 2, 1]","[175, 174, 173, 172]","[15.43, 2.3, 1.16, 0.58]",1.0,175,94,0.12121212121212119,0.06122448979591837,0.11111111111111112,0.12121212121212119
65,Kelompok Food Enviroment Nanotechnology mendapatkan sumber dana dari mana?,"Sumber dana penelitian untuk kelompok penelitian Food and Environment Tecnology diperoleh dari Hibah internal Riset Mandat Dosen Muda Universitas Airlangga, Hibah program penelitian kolaborasi Indonesia, Penelitian unggulan fakultas internal Universitas Airlangga, Fundamental, Research Grant Scheme, Ministry of Education, Malaysia, High Impact Research Grant, University of Malaya, Malaysia. ","Kelompok Food Enviroment Nanotechnology mendapatkan sumber dana dari beberapa sumber, antara lain:
1. Hibah internal Riset Mandat Dosen Muda Universitas Airlangga.
2. Hibah program penelitian kolaborasi Indonesia.
3. Penelitian unggulan fakultas internal Universitas Airlangga.
4. Fundamental Research Grant Scheme, Ministry of Education, Malaysia.
5. High Impact Research Grant, University of Malaya, Malaysia.",5.473218679428101,48.04242893359628,"[44, 34, 29, 24]","[68, 67, 66, 65]","[64.71, 50.75, 43.94, 36.92]",1.0,68,57,0.8080808080808081,0.6391752577319587,0.7676767676767676,0.7070707070707072
66,Apa Visi dari Nanotechnology and Nanomedicine?,"Nanotechnology and Nanomedicine memiliki visi memberikan inovasi (bio)nanosensor yang paling canggih dan misi yaitu mengembangkan proses preparasi sensor berbasis nanoteknologi dengan berbagai metode, mengembangkan nanokomposit dan nanopartikel sebagai sumber material untuk pembangkitan sensor, mengembangkan proses analisis selama pengujian material sensor dan mengembangkan aplikasi (bio)nanosensors di bidang kedokteran dan lingkungan. ",Visi dari Nanotechnology and Nanomedicine adalah untuk menyediakan inovasi (bio)nanosensor yang paling canggih.,2.065438985824585,4.63927720780507,"[13, 9, 7, 5]","[17, 16, 15, 14]","[76.47, 56.25, 46.67, 35.71]",0.08965693676216654,17,58,0.3384615384615385,0.2222222222222222,0.27692307692307694,0.27692307692307694
67,Apa saja yang sudah dihasilkan oleh Nanotechnology and Nanomedicine?,"Rekam jejak dari kelompok Nanotechnology and Nanomedicine adalah Pembangkit sensor menggunakan material modifikasi nanopartikel berlian boron-doped untuk sensor elektrokimia antibiotik (ciprofloxacin, levofloxacin, ofloxacin), Pembangkit sensor elektrokimia untuk pemanis menggunakan elektroda intan yang didoping boron, Uji in vitro dan in vivo, seperti uji antibakteri dan antikanker, Analisis dan karakterisasi nanomaterial menggunakan X-Ray, Diffraction, SEM dan TEM, Sensor nanomaterial dari film tipis seperti sinkrotron dan hamburan nuklir.","Nanotechnology and Nanomedicine telah menghasilkan beberapa hal, di antaranya adalah:

1. Pengembangan nanobiosensor: Kelompok penelitian ini fokus pada pengembangan dan generasi nanobiosensor. Mereka bertujuan untuk menyediakan inovasi nanobiosensor tercanggih untuk mengatasi beberapa masalah di dunia, terutama di Indonesia. Mereka tertarik pada pengembangan proses persiapan sensor, sintesis, dan analisis berbasis nanoteknologi menggunakan berbagai metode.

2. Penggunaan berbagai sumber nanomaterial: Kelompok penelitian ini menggunakan berbagai sumber nanomaterial, seperti nanopartikel logam (Au, Ag, Cu, Fe, Pd, atau Pt), bahan berlian, dan nanokomposit (hidroksiapatit atau biokomposit) untuk menghasilkan nanobiosensor yang baru dan canggih yang akan diterapkan di sektor kesehatan dan lingkungan.

3. Bidang minat penelitian: Sensor dan Biosensor, Lapisan tipis dan membran, Nanomaterials, Nanomedicine, Elektrokimia, Bahan berlian.

4. Pengembangan aplikasi nanobiosensor: Misi kelompok penelitian ini adalah untuk mengembangkan proses persiapan sensor berbasis nanoteknologi menggunakan berbagai metode, mengembangkan nanokomposit dan nanopartikel sebagai sumber material untuk menghasilkan sensor, mengembangkan proses analisis selama pengujian material sensor, dan mengembangkan aplikasi nanobiosensor di sektor kesehatan dan lingkungan.

5. Peralatan penelitian: Kelompok penelitian ini dilengkapi dengan peralatan seperti timbangan analitik, potensiostat, spektrofotometer UV-Vis, dan mikroskop optik untuk persiapan dan analisis sensor.

6. Rekam jejak penelitian: Para peneliti memiliki pengalaman dalam menghasilkan sensor menggunakan nanopartikel berlian yang dimodifikasi dengan nanopartikel berboron untuk sensor elektrokimia antibiotik (seperti ciprofloxacin, levofloxacin, ofloxacin), menghasilkan sensor elektrokimia untuk pemanis menggunakan elektroda berlian yang dimodifikasi dengan nanopartikel berboron, serta melakukan pengujian in vitro dan in vivo, seperti pengujian antibakteri dan antikanker. Mereka juga memiliki pengalaman dalam analisis dan karakterisasi nanomaterial menggunakan X-Ray Diffraction, SEM, dan TEM.",24.018038511276245,9.589499423484607,"[61, 35, 23, 15]","[307, 306, 305, 304]","[19.87, 11.44, 7.54, 4.93]",1.0,307,77,0.3207547169811321,0.20253164556962028,0.27044025157232704,0.3081761006289308
68,Kelompok Nanotechnology and Nanomedicine mendapatkan sumber dana dari mana?,"Pedanaan penelitian yang diberikan ke kelompok Nanotechnology and Nanomedicine diperoleh dari Hibah internal Riset Mandat Dosen Muda Universitas Airlangga, Hibah program penelitian kolaborasi Indonesia, Penelitian unggulan fakultas internal Universitas Airlangga, Grant penelitian DPRM Kemenristek/BRIN Universitas Airlangga, Grant-In-Aid for Japan Society for the Promotion of Science (JSPS) Research fellow ","Kelompok Nanotechnology and Nanomedicine mendapatkan sumber dana dari berbagai sumber, seperti hibah penelitian, kerjasama dengan industri, dan juga dana dari lembaga atau institusi yang mendukung pengembangan nanoteknologi dan nanomedis.",3.544769287109375,0.0,"[9, 2, 1, 0]","[33, 32, 31, 30]","[27.27, 6.25, 3.23, 0.0]",0.4980923900530609,33,56,0.2,0.07692307692307691,0.17500000000000004,0.17500000000000004
69,Apa itu kelompok penelitian Human Factor System Enginering?,"Kelompok penelitian Human Factor and System Engineering adalah research group yang berfokus pada penelitian multidisiplin mengenai hal-hal yang berkaitan dengan manusia dan ergonomi atau tentang bagaimana merancang, mengatur, dan mengaplikasikan kombinasi metodologi antara ilmu rekayasa, sosial, manajemen, dan lainnya untuk menyelesaikan permasalahan nyata dari berbagai domain aplikasi. ","Kelompok penelitian Human Factor and System Engineering adalah sebuah kelompok penelitian yang berfokus pada penelitian multidisiplin mengenai hal-hal yang berkaitan dengan manusia dan ergonomi. Mereka menggunakan kombinasi metodologi antara ilmu rekayasa, sosial, manajemen, dan lainnya untuk menyelesaikan permasalahan nyata dari berbagai domain aplikasi. Ruang lingkup penelitian mereka meliputi manajemen logistik, sistem rantai pasok, perencanaan produksi, pemodelan sistem, optimisasi, simulasi, data mining, rekayasa sistem kesehatan, ergonomi, rekayasa kognitif, desain produk, interaksi manusia-komputer, dan masih banyak lagi. Kelompok penelitian ini juga telah mendapatkan sumber dana penelitian dari hibah internal Universitas Airlangga.",9.110839128494263,35.908441979262115,"[45, 40, 36, 33]","[108, 107, 106, 105]","[41.67, 37.38, 33.96, 31.43]",1.0,108,53,0.5755395683453238,0.5255474452554744,0.5611510791366906,0.5611510791366906
70,Bagaimana ruang lingkup kelompok penelitian Human Factor System Enginering?,"Ruang lingkup penelitian Human Factor and System Engineering yaitu Manajemen Logistik dan Rantai Pasok, Pemodelan Sistem, Optimisasi dan Simulasi dan Ergonomi dan Faktor Manusia. ","Ruang lingkup kelompok penelitian Human Factor and System Engineering meliputi berbagai hal yang berkaitan dengan manusia dan ergonomi. Mereka fokus pada merancang, mengatur, dan mengaplikasikan kombinasi metodologi antara ilmu rekayasa, sosial, manajemen, dan lainnya untuk menyelesaikan permasalahan nyata dari berbagai domain aplikasi. Beberapa bidang penelitian yang termasuk dalam ruang lingkup mereka antara lain: manajemen logistik dan rantai pasok, sistem rantai pasok berkelanjutan, perencanaan produksi dan pengendalian persediaan, manajemen bandara, pemodelan sistem, optimisasi, dan simulasi, aplikasi data mining, pemodelan keputusan, analisis, dan pendukung keputusan, rekayasa sistem kesehatan, ergonomi dan faktor manusia, rekayasa kognitif, ergonomi makro, perancangan produk, sistem kesehatan dan keselamatan kerja, serta interaksi manusia-komputer.",10.707867622375488,4.461380354706674,"[15, 6, 4, 3]","[130, 129, 128, 127]","[11.54, 4.65, 3.12, 2.36]",1.0,130,27,0.35658914728682173,0.28346456692913385,0.35658914728682173,0.35658914728682173
71,Kelompok Human Factor System Enginering mendapatkan dana dari mana?,"Sumber dana penelitian untuk kelompok penelitian Human Factor and System Engineering diperoleh dari Hibah internal Penelitian Dosen Pemula Universitas Airlangga, Hibah internal Penelitian Unggulan Fakultas Universitas Airlangga, Hibah internal Pengabdian Masyarakat Universitas Airlangga. ","Kelompok Human Factor and System Engineering mendapatkan dana penelitian dari beberapa sumber, antara lain:
1. Hibah internal Penelitian Dosen Pemula Universitas Airlangga.
2. Hibah internal Penelitian Unggulan Fakultas Universitas Airlangga.
3. Hibah internal Pengabdian Masyarakat Universitas Airlangga.",4.490036725997925,46.95876578192131,"[30, 23, 18, 14]","[45, 44, 43, 42]","[66.67, 52.27, 41.86, 33.33]",1.0,45,36,0.8571428571428571,0.6470588235294118,0.7714285714285715,0.6571428571428571
72,Apa itu Advanced Manufacturing and Computational Approach?,Advanced Manufacturing and Computational Approach secara aktif terlibat dalam penelitian yang berkaitan dengan sistem manufaktur terkini dan pekerjaan konsultasi di bidang proses manufaktur lanjutan dan pendekatan komputasi. ,"Advanced Manufacturing and Computational Approach adalah bidang penelitian yang aktif terlibat dalam penelitian terkait dengan sistem manufaktur terkini dan pekerjaan konsultasi di bidang proses manufaktur lanjutan dan pendekatan komputasi. Bidang ini mencakup berbagai topik seperti proses manufaktur lanjut, manufaktur aditif, pemodelan berbasis termodinamika, perencanaan gerak lanjut robot industri, dan banyak lagi. Selain itu, pendekatan komputasi juga digunakan untuk mengoptimalkan aplikasi teknik menggunakan meta-heuristik. Dalam bidang ini, FTMM juga telah memperoleh berbagai sumber dana penelitian dan telah menerbitkan beberapa publikasi terkait.",9.646374940872192,23.333779077693542,"[26, 23, 19, 16]","[90, 89, 88, 87]","[28.89, 25.84, 21.59, 18.39]",1.0,90,28,0.4629629629629629,0.41509433962264153,0.4444444444444444,0.4444444444444444
73,Bagaimana ruang lingkup Advanced Manufacturing and Computational Approach?,"Ruang lingkup penelitian Advanced Manufacturing and Computational Approach yaitu Proses Manufaktur Lanjut, Pendekatan komputasi, sistem manufaktur.","Ruang lingkup Advanced Manufacturing and Computational Approach meliputi berbagai bidang seperti Proses Manufaktur Lanjut, Electropolishing, Electrochemical Machining, Additive Manufacturing, Electrical Discharge Machining, Advanced Path Planning of Industrial Robots, Advanced Control System of Industrial Robots, Sustainable Manufacturing, Computational Approach, Meta-heuristic optimizations for engineering applications, Nonlinear dynamics, Advanced motion planning methods, Thermodynamics based modeling, Manufacturing Systems, Production and Operations Management, Project Management, Quality & Reliability Engineering (QA & QC), Plant Design and Layout, serta Production Planning & Control. Dalam ruang lingkup ini, juga terdapat penelitian yang berkaitan dengan sistem manufaktur terkini dan pekerjaan konsultasi di bidang proses manufaktur lanjutan dan pendekatan komputasi.",7.880225896835327,5.696889331109515,"[17, 9, 5, 3]","[123, 122, 121, 120]","[13.82, 7.38, 4.13, 2.5]",1.0,123,19,0.2631578947368421,0.16071428571428573,0.21052631578947364,0.21052631578947364
74,Kelompok Advanced Manufacturing and Computational Approach mendapatkan dana darimana ? ,"Sumber dana yang diberikan ke kelompok penelitian Advanced Manufacturing and Computational Approach diperoleh dari Hibah internal Mandat Mitra Luar Negeri Universitas Airlangga, Hibah internal Penelitian Unggulan Fakultas Universitas Airlangga, Hibah internal, Pengabdian Masyarakat Universitas Airlangga, Pendanaan RISTEK-BRIN, Indonesia Toray, Science Foundation dan Bantuan dana dari PT. Global Meditek Utama sebagai mitra pengmas","Kelompok Advanced Manufacturing and Computational Approach mendapatkan dana dari beberapa sumber, antara lain:

1. Hibah internal Mandat Mitra Luar Negeri Universitas Airlangga.
2. Hibah internal Penelitian Unggulan Fakultas Universitas Airlangga.
3. Hibah internal Pengabdian Masyarakat Universitas Airlangga.
4. Pendanaan RISTEK-BRIN Indonesia.
5. Toray Science Foundation.
6. Bantuan dana dari PT. Global Meditek Utama sebagai mitra pengmas.

Dengan dukungan dana dari berbagai sumber tersebut, kelompok Advanced Manufacturing and Computational Approach dapat melaksanakan penelitian dan konsultasi di bidang proses manufaktur lanjutan dan pendekatan komputasi.",8.707302570343018,30.91273477439431,"[50, 33, 25, 20]","[99, 98, 97, 96]","[50.51, 33.67, 25.77, 20.83]",1.0,99,59,0.7205882352941178,0.5373134328358209,0.6617647058823528,0.6176470588235294
